,Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,house_floor,no_floor
4135,6/25/2022,3,22000,1500,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4,5
4136,7/6/2022,2,15000,1200,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
4137,5/29/2022,2,12000,1200,Super Area,Patelguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
4138,7/6/2022,3,52000,2800,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Furnished,Family,3,Contact Agent,16,19
4139,5/6/2022,1,6500,562,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
4140,6/19/2022,2,20000,1500,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
4141,5/6/2022,3,25000,1950,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,3
4142,7/10/2022,3,14000,1360,Super Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors,2,Contact Owner,3,8
4143,6/25/2022,3,25000,1800,Super Area,Prashanth hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,3
4144,5/31/2022,2,12500,950,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,8
4145,7/5/2022,2,12000,780,Carpet Area,Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3,3
4146,6/10/2022,1,10000,500,Super Area,"Khairatabad, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
4147,5/18/2022,2,17000,1050,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
4148,7/10/2022,1,15500,600,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,Upper Basement,5
4149,5/29/2022,3,65000,1800,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,Ground,1
4150,7/6/2022,3,60000,1800,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent,14,30
4151,7/6/2022,3,45000,1900,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,4,10
4152,6/18/2022,2,10500,1100,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
4153,5/24/2022,2,9000,200,Super Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,7
4154,5/6/2022,3,20000,1400,Super Area,Nawab Saheb Kunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,5
4155,7/6/2022,2,20000,1200,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,2,5
4156,5/6/2022,3,18000,1600,Super Area,"Quthbullapur, NH 7",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,2,5
4157,5/6/2022,2,12000,1150,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
4158,5/6/2022,2,12000,130,Super Area,"Subhash Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4159,6/27/2022,4,120000,3800,Carpet Area,"MLA Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,1,1
4160,4/30/2022,3,28000,1720,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4,10
4161,4/30/2022,1,6000,500,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
4162,6/14/2022,2,12500,1200,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,6
4163,5/6/2022,4,31000,2400,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,2,4
4164,5/25/2022,2,7000,800,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3,4
4165,6/24/2022,2,22000,1300,Super Area,"Basheer Bagh, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
4166,4/30/2022,2,17500,1400,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4,6
4167,6/4/2022,2,14000,650,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
4168,6/12/2022,2,9500,103,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
4169,4/30/2022,1,7000,950,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
4170,5/6/2022,3,15000,1500,Super Area,RTC Colony-Chandanagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,3,5
4171,6/30/2022,3,15000,1550,Carpet Area," in Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5,5
4172,7/6/2022,2,10000,140,Super Area,"Sivarampalli, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
4173,7/6/2022,3,14000,1800,Super Area,Kanchan Bagh,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
4174,7/8/2022,4,85000,2550,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,2,3
4175,5/12/2022,1,5500,500,Super Area,Vikas Nagar-Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
4176,5/12/2022,2,14000,800,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
4177,5/20/2022,2,10000,800,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
4178,5/12/2022,2,10000,1300,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
4179,5/12/2022,2,13000,600,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4180,5/12/2022,3,20000,1000,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2,6
4181,6/10/2022,3,25000,1000,Carpet Area,OU Colony-Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,4
4182,5/12/2022,1,7500,500,Super Area,"Janachaitanya colony, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
4183,6/6/2022,1,200000,8000,Super Area," Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,10,Contact Owner,Ground,4
4184,5/1/2022,2,12000,1100,Carpet Area,"Gangaram, Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4185,7/3/2022,2,9500,1100,Carpet Area,"Kanaka Durga Colony, Gudimalkapur",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
4186,5/6/2022,2,12000,200,Carpet Area,railway employees housing colony Bollarum,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1,1
4187,5/25/2022,2,10000,1800,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Family,2,Contact Owner,2,3
4188,7/8/2022,2,8000,190,Super Area,Gurramguda balaj homes p no 4,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,1
4189,7/2/2022,3,16000,1350,Super Area,Saidabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
4190,7/6/2022,2,12333,1200,Super Area,Alwal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
4191,6/19/2022,1,9500,400,Carpet Area,"Bharat Nagar, Moosapet",Hyderabad,Unfurnished,Bachelors,1,Contact Owner,3,4
4192,7/6/2022,2,16000,1200,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
4193,4/30/2022,3,20000,1400,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4,5
4194,6/10/2022,3,14000,1300,Carpet Area,Rock Town Colony,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,2,3
4195,7/1/2022,1,7500,400,Carpet Area,"DNM Colony, Sanath Nagar",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
4196,6/6/2022,1,13900,650,Super Area,Suraram,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,6
4197,4/30/2022,1,5500,500,Super Area,Vidyanagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,2,3
4198,4/30/2022,2,9000,875,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
4199,6/24/2022,1,4700,850,Super Area," in Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
4200,5/6/2022,3,30000,1730,Super Area,Nalagandla,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,7,9
4201,5/31/2022,3,16500,1500,Carpet Area,Kompally,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,2,6
4202,6/29/2022,3,24000,1600,Carpet Area,Akkineni Homes Yousufguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4,4
4203,6/18/2022,2,9500,900,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
4204,6/19/2022,2,12000,925,Super Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
4205,7/6/2022,2,15000,1500,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
4206,6/21/2022,3,22500,1600,Carpet Area,Tarnaka,Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,3
4207,6/29/2022,3,32000,1300,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,2,3
4208,5/29/2022,2,10000,1200,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
4209,6/14/2022,2,13000,133,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
4210,7/6/2022,2,7000,950,Super Area,Rampally,Hyderabad,Unfurnished,Family,2,Contact Owner,Ground,1
4211,5/12/2022,3,12000,1200,Super Area,Santosh Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,4
4212,5/12/2022,2,7500,950,Super Area,Kothapet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
4213,7/6/2022,2,15000,1095,Super Area,"Gundlapochampally, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
4214,7/6/2022,1,8000,400,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
4215,6/17/2022,3,25000,2210,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Owner,4,5
4216,6/11/2022,3,26000,1450,Super Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4,5
4217,5/12/2022,3,15000,192,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,4
4218,7/6/2022,1,3000,80,Super Area,Rhoda Mistri Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
4219,5/25/2022,2,12500,1315,Super Area,Aminpur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
4220,7/6/2022,3,42000,1600,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,5
4221,5/7/2022,2,20000,1450,Super Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,6
4222,7/6/2022,3,40000,1900,Carpet Area,Film Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,5
4223,7/6/2022,3,45000,2600,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,5
4224,5/12/2022,1,8500,450,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
4225,6/1/2022,2,15000,1000,Super Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
4226,5/20/2022,2,9000,100,Super Area,Chanchalguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4227,5/12/2022,2,14000,1100,Super Area,"Old Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
4228,5/25/2022,2,11000,1200,Super Area,"Troop Bazaar, Koti",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
4229,5/16/2022,2,10000,1400,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
4230,6/2/2022,3,55000,2000,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,Ground,12
4231,7/2/2022,2,10000,1070,Carpet Area,HMT Swarnapuri Colony,Hyderabad,Unfurnished,Family,2,Contact Owner,2,5
4232,5/16/2022,2,25000,1450,Carpet Area,Camelot Layout,Hyderabad,Unfurnished,Family,2,Contact Owner,3,3
4233,5/16/2022,2,27000,1230,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,6
4234,6/22/2022,2,12000,1000,Super Area,LIG Colony,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,Ground,2
4235,5/25/2022,2,16000,1200,Super Area,Chintalakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
4236,5/12/2022,2,8000,150,Super Area,Osman Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
4237,6/22/2022,2,14000,850,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Family,2,Contact Owner,4,6
4238,6/10/2022,2,10000,1300,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
4239,7/10/2022,4,150000,4761,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Family,5,Contact Agent,14,18
4240,6/22/2022,2,16000,1250,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
4241,5/25/2022,1,6000,100,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
4242,6/24/2022,3,26000,1550,Carpet Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4,5
4243,7/3/2022,2,13000,1300,Carpet Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
4244,6/13/2022,3,28000,1600,Carpet Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,5,20
4245,6/22/2022,2,8500,1200,Super Area,Medipally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,Ground,2
4246,6/22/2022,2,12500,1200,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
4247,6/22/2022,3,25000,1970,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5,9
4248,6/28/2022,2,10000,650,Carpet Area,Namalagundu,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4,4
4249,6/19/2022,2,12000,1000,Super Area,Secunderabad,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4,5
4250,6/28/2022,3,15000,1500,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,1,1
4251,5/2/2022,2,6000,1250,Super Area,"Ambedkar Nagar-Boduppal, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner,Ground,1
4252,7/6/2022,3,30000,1940,Carpet Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,1,5
4253,6/27/2022,2,18000,700,Carpet Area,Rajendra Mandal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,7,8
4254,6/2/2022,2,8500,700,Super Area,Budwel,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
4255,5/25/2022,2,7500,100,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
4256,5/20/2022,1,12000,300,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
4257,6/18/2022,2,15000,980,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
4258,5/6/2022,2,15500,800,Super Area,Prakash Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
4259,5/25/2022,3,20000,1250,Super Area,Qutub Shahi Tombs,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,6
4260,7/6/2022,2,11000,1000,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Owner,Ground,1
4261,6/14/2022,2,15000,1000,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,4
4262,6/23/2022,3,17000,1800,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,Ground,1
4263,6/6/2022,3,20000,2000,Carpet Area,Srisailam Highway,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,3
4264,7/8/2022,3,20000,1500,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,6
4265,7/8/2022,2,12000,1050,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,3,4
4266,6/18/2022,2,25000,1100,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,7
4267,7/8/2022,2,11500,1000,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
4268,5/27/2022,2,6500,700,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4269,5/21/2022,1,10000,750,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
4270,6/29/2022,1,6000,450,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,6
4271,5/20/2022,3,14000,1000,Super Area,"Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
4272,7/6/2022,3,34000,1500,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,2,14
4273,5/15/2022,2,15000,1550,Super Area,"LB Nagar, NH 9",Hyderabad,Furnished,Family,2,Contact Owner,Ground,13
4274,5/7/2022,2,20000,1450,Super Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
4275,7/5/2022,2,9500,650,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
4276,5/23/2022,2,10000,650,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
4277,6/6/2022,3,30000,1500,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,5,5
4278,6/14/2022,2,13000,900,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,3
4279,7/6/2022,3,45000,1645,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,8,19
4280,5/6/2022,2,8000,600,Super Area,"Alijapur, Qutub Shahi Tombs",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4,7
4281,7/8/2022,2,25000,1250,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,6
4282,7/1/2022,2,12000,1300,Carpet Area,Sai Nagar-Uppal,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,1,2
4283,5/23/2022,2,19000,1000,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner,1,3
4284,7/8/2022,3,22000,1500,Super Area,"Indra Nagar, Moti Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4,6
4285,7/8/2022,2,15000,1150,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
4286,6/14/2022,2,15000,110,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
4287,7/4/2022,2,10000,103,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
4288,6/25/2022,2,10000,1050,Carpet Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4,5
4289,6/14/2022,2,7000,60,Super Area,"Model Town Colony, Nawab Saheb Kunta",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,6
4290,5/21/2022,2,15000,1170,Super Area,"Sitaphalmandi, Padmarao Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
4291,6/20/2022,2,9500,167,Super Area,"Hari Hara Puram, B N Reddy Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
4292,5/25/2022,1,6500,500,Super Area,in Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
4293,5/7/2022,1,10000,600,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
4294,6/22/2022,1,8000,600,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
4295,5/12/2022,1,3300,200,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
4296,6/10/2022,2,12000,600,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
4297,6/18/2022,2,20000,900,Super Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
4298,7/8/2022,2,12000,800,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,6
4299,5/31/2022,3,20000,1000,Carpet Area,Opposite andhra mahila sabha,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
4300,6/14/2022,3,70000,3200,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent,11,15
4301,5/5/2022,2,10000,1400,Super Area,Bheeram guda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,Ground,1
4302,5/6/2022,1,8500,550,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
4303,6/8/2022,1,8000,540,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Unfurnished,Family,1,Contact Owner,4,4
4304,6/14/2022,1,8000,400,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
4305,5/19/2022,2,13000,1225,Super Area,"Sun City, Bandlaguda, Chevella Road",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,4
4306,6/29/2022,3,15500,1430,Carpet Area,Dr A.S. Rao Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,1
4307,7/8/2022,2,30000,1200,Super Area,Nanakaramguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,25
4308,6/18/2022,2,10000,1197,Super Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
4309,7/6/2022,2,18000,1150,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,2,5
4310,5/6/2022,1,12000,500,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,5
4311,5/25/2022,2,9000,1200,Carpet Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
4312,6/10/2022,1,6000,500,Super Area,Gajularamaram,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
4313,5/29/2022,3,32000,1600,Super Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,3,6
4314,7/6/2022,2,36000,1100,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,5
4315,7/2/2022,2,17000,1220,Super Area,Masab Tank,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,6
4316,6/2/2022,3,20000,1500,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,2,5
4317,6/18/2022,1,9000,500,Super Area,KPHB Road,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4,4
4318,6/24/2022,2,9500,850,Super Area,Dellapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4319,5/20/2022,2,7000,1000,Super Area,"B N Reddy Nagar, Nagarjuna Sagar Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
4320,5/18/2022,3,17000,100,Carpet Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,1,1
4321,6/14/2022,2,19500,1140,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,Ground,5
4322,5/25/2022,2,25000,1100,Super Area,Masab Tank,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,3
4323,6/6/2022,3,14000,1400,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
4324,7/6/2022,2,16000,1350,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
4325,6/8/2022,2,15000,180,Carpet Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
4326,5/16/2022,2,13000,1250,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,6
4327,6/14/2022,2,12000,1300,Super Area,Peeramcheru,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,5
4328,7/9/2022,2,12000,840,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
